Nyckeltal,Region,År,Invånare
"Invånare  totalt, antal",Nykvarn,2014,9815
"Invånare  totalt, antal",Nykvarn,2015,10192
"Invånare  totalt, antal",Nykvarn,2016,10424
"Invånare  totalt, antal",Nyköping,2010,51644
"Invånare  totalt, antal",Nyköping,2011,51896
"Invånare  totalt, antal",Nyköping,2012,52336
"Invånare  totalt, antal",Nyköping,2013,53038
"Invånare  totalt, antal",Nyköping,2014,53508
"Invånare  totalt, antal",Nyköping,2015,54262
"Invånare  totalt, antal",Nyköping,2016,54924
"Invånare  totalt, antal",Nynäshamn,2010,26032
"Invånare  totalt, antal",Nynäshamn,2011,26248
"Invånare  totalt, antal",Nynäshamn,2012,26572
"Invånare  totalt, antal",Nynäshamn,2013,26796
"Invånare  totalt, antal",Nynäshamn,2014,27041
"Invånare  totalt, antal",Nynäshamn,2015,27500
"Invånare  totalt, antal",Nynäshamn,2016,27752
"Invånare  totalt, antal",Nässjö,2010,29339
"Invånare  totalt, antal",Nässjö,2011,29367
"Invånare  totalt, antal",Nässjö,2012,29382
"Invånare  totalt, antal",Nässjö,2013,29516
"Invånare  totalt, antal",Nässjö,2014,29907
"Invånare  totalt, antal",Nässjö,2015,30451
"Invånare  totalt, antal",Nässjö,2016,30820
"Invånare  totalt, antal",Ockelbo,2010,5936
"Invånare  totalt, antal",Ockelbo,2011,5907
"Invånare  totalt, antal",Ockelbo,2012,5850
"Invånare  totalt, antal",Ockelbo,2013,5785
"Invånare  totalt, antal",Ockelbo,2014,5765
"Invånare  totalt, antal",Ockelbo,2015,5849
"Invånare  totalt, antal",Ockelbo,2016,5856
"Invånare  totalt, antal",Olofström,2010,12988
"Invånare  totalt, antal",Olofström,2011,12876
"Invånare  totalt, antal",Olofström,2012,12896
"Invånare  totalt, antal",Olofström,2013,12902
"Invånare  totalt, antal",Olofström,2014,13031
"Invånare  totalt, antal",Olofström,2015,13170
"Invånare  totalt, antal",Olofström,2016,13417
"Invånare  totalt, antal",Orsa,2010,6922
"Invånare  totalt, antal",Orsa,2011,6867
"Invånare  totalt, antal",Orsa,2012,6835
"Invånare  totalt, antal",Orsa,2013,6849
"Invånare  totalt, antal",Orsa,2014,6812
"Invånare  totalt, antal",Orsa,2015,6750
"Invånare  totalt, antal",Orsa,2016,6861
"Invånare  totalt, antal",Orust,2010,15221
"Invånare  totalt, antal",Orust,2011,15129
"Invånare  totalt, antal",Orust,2012,15083
"Invånare  totalt, antal",Orust,2013,15036
"Invånare  totalt, antal",Orust,2014,15054
"Invånare  totalt, antal",Orust,2015,15010
"Invånare  totalt, antal",Orust,2016,15093
"Invånare  totalt, antal",Osby,2010,12724
"Invånare  totalt, antal",Osby,2011,12699
"Invånare  totalt, antal",Osby,2012,12637
"Invånare  totalt, antal",Osby,2013,12713
"Invånare  totalt, antal",Osby,2014,12828
"Invånare  totalt, antal",Osby,2015,12954
"Invånare  totalt, antal",Osby,2016,13149
"Invånare  totalt, antal",Oskarshamn,2010,26163
"Invånare  totalt, antal",Oskarshamn,2011,26166
"Invånare  totalt, antal",Oskarshamn,2012,26144
"Invånare  totalt, antal",Oskarshamn,2013,26212
"Invånare  totalt, antal",Oskarshamn,2014,26301
"Invånare  totalt, antal",Oskarshamn,2015,26450
"Invånare  totalt, antal",Oskarshamn,2016,27006
"Invånare  totalt, antal",Ovanåker,2010,11440
"Invånare  totalt, antal",Ovanåker,2011,11404
"Invånare  totalt, antal",Ovanåker,2012,11392
"Invånare  totalt, antal",Ovanåker,2013,11354
"Invånare  totalt, antal",Ovanåker,2014,11432
"Invånare  totalt, antal",Ovanåker,2015,11469
"Invånare  totalt, antal",Ovanåker,2016,11631
"Invånare  totalt, antal",Oxelösund,2010,11193
"Invånare  totalt, antal",Oxelösund,2011,11250
"Invånare  totalt, antal",Oxelösund,2012,11236
"Invånare  totalt, antal",Oxelösund,2013,11403
"Invånare  totalt, antal",Oxelösund,2014,11551
"Invånare  totalt, antal",Oxelösund,2015,11701
"Invånare  totalt, antal",Oxelösund,2016,11921
"Invånare  totalt, antal",Pajala,2010,6282
"Invånare  totalt, antal",Pajala,2011,6270
"Invånare  totalt, antal",Pajala,2012,6279
"Invånare  totalt, antal",Pajala,2013,6299
"Invånare  totalt, antal",Pajala,2014,6303
"Invånare  totalt, antal",Pajala,2015,6193
"Invånare  totalt, antal",Pajala,2016,6116
"Invånare  totalt, antal",Partille,2010,35084
"Invånare  totalt, antal",Partille,2011,35518
"Invånare  totalt, antal",Partille,2012,35837
"Invånare  totalt, antal",Partille,2013,36147
"Invånare  totalt, antal",Partille,2014,36528
"Invånare  totalt, antal",Partille,2015,36977
"Invånare  totalt, antal",Partille,2016,37316
"Invånare  totalt, antal",Perstorp,2010,7061
"Invånare  totalt, antal",Perstorp,2011,7159
"Invånare  totalt, antal",Perstorp,2012,7096
"Invånare  totalt, antal",Perstorp,2013,7139
"Invånare  totalt, antal",Perstorp,2014,7174
"Invånare  totalt, antal",Perstorp,2015,7211
"Invånare  totalt, antal",Perstorp,2016,7338
"Invånare  totalt, antal",Piteå,2010,40892
"Invånare  totalt, antal",Piteå,2011,40942
"Invånare  totalt, antal",Piteå,2012,41078
"Invånare  totalt, antal",Piteå,2013,41278
"Invånare  totalt, antal",Piteå,2014,41508
"Invånare  totalt, antal",Piteå,2015,41548
"Invånare  totalt, antal",Piteå,2016,41904
"Invånare  totalt, antal",Ragunda,2010,5590
"Invånare  totalt, antal",Ragunda,2011,5501
"Invånare  totalt, antal",Ragunda,2012,5466
"Invånare  totalt, antal",Ragunda,2013,5458
"Invånare  totalt, antal",Ragunda,2014,5440
"Invånare  totalt, antal",Ragunda,2015,5387
"Invånare  totalt, antal",Ragunda,2016,5415
"Invånare  totalt, antal",Robertsfors,2010,6831
"Invånare  totalt, antal",Robertsfors,2011,6762
"Invånare  totalt, antal",Robertsfors,2012,6717
"Invånare  totalt, antal",Robertsfors,2013,6738
"Invånare  totalt, antal",Robertsfors,2014,6724
"Invånare  totalt, antal",Robertsfors,2015,6771
"Invånare  totalt, antal",Robertsfors,2016,6784
"Invånare  totalt, antal",Ronneby,2010,28254
"Invånare  totalt, antal",Ronneby,2011,27910
"Invånare  totalt, antal",Ronneby,2012,27788
"Invånare  totalt, antal",Ronneby,2013,27871
"Invånare  totalt, antal",Ronneby,2014,28221
"Invånare  totalt, antal",Ronneby,2015,28697
"Invånare  totalt, antal",Ronneby,2016,29207
"Invånare  totalt, antal",Rättvik,2010,10811
"Invånare  totalt, antal",Rättvik,2011,10859
"Invånare  totalt, antal",Rättvik,2012,10799
"Invånare  totalt, antal",Rättvik,2013,10766
"Invånare  totalt, antal",Rättvik,2014,10748
"Invånare  totalt, antal",Rättvik,2015,10759
"Invånare  totalt, antal",Rättvik,2016,10856
"Invånare  totalt, antal",Sala,2010,21535
"Invånare  totalt, antal",Sala,2011,21568
"Invånare  totalt, antal",Sala,2012,21596
"Invånare  totalt, antal",Sala,2013,21769
"Invånare  totalt, antal",Sala,2014,21925
"Invånare  totalt, antal",Sala,2015,22109
"Invånare  totalt, antal",Sala,2016,22353
"Invånare  totalt, antal",Salem,2010,15391
"Invånare  totalt, antal",Salem,2011,15694
"Invånare  totalt, antal",Salem,2012,15881
"Invånare  totalt, antal",Salem,2013,16001
"Invånare  totalt, antal",Salem,2014,16140
"Invånare  totalt, antal",Salem,2015,16426
"Invånare  totalt, antal",Salem,2016,16615
"Invånare  totalt, antal",Sandviken,2010,36916
"Invånare  totalt, antal",Sandviken,2011,36995
"Invånare  totalt, antal",Sandviken,2012,37089
"Invånare  totalt, antal",Sandviken,2013,37250
"Invånare  totalt, antal",Sandviken,2014,37833
"Invånare  totalt, antal",Sandviken,2015,38314
"Invånare  totalt, antal",Sandviken,2016,38949
"Invånare  totalt, antal",Sigtuna,2010,39990
"Invånare  totalt, antal",Sigtuna,2011,41329
"Invånare  totalt, antal",Sigtuna,2012,42272
"Invånare  totalt, antal",Sigtuna,2013,43372
"Invånare  totalt, antal",Sigtuna,2014,44085
"Invånare  totalt, antal",Sigtuna,2015,44786
"Invånare  totalt, antal",Sigtuna,2016,46274
"Invånare  totalt, antal",Simrishamn,2010,19297
"Invånare  totalt, antal",Simrishamn,2011,19147
"Invånare  totalt, antal",Simrishamn,2012,18997
"Invånare  totalt, antal",Simrishamn,2013,18951
"Invånare  totalt, antal",Simrishamn,2014,18905
"Invånare  totalt, antal",Simrishamn,2015,19065
"Invånare  totalt, antal",Simrishamn,2016,19485
"Invånare  totalt, antal",Sjöbo,2010,18112
"Invånare  totalt, antal",Sjöbo,2011,18143
"Invånare  totalt, antal",Sjöbo,2012,18290
"Invånare  totalt, antal",Sjöbo,2013,18401
"Invånare  totalt, antal",Sjöbo,2014,18415
"Invånare  totalt, antal",Sjöbo,2015,18514
"Invånare  totalt, antal",Sjöbo,2016,18742
"Invånare  totalt, antal",Skara,2010,18314
"Invånare  totalt, antal",Skara,2011,18220
"Invånare  totalt, antal",Skara,2012,18281
"Invånare  totalt, antal",Skara,2013,18580
"Invånare  totalt, antal",Skara,2014,18747
"Invånare  totalt, antal",Skara,2015,18711
"Invånare  totalt, antal",Skara,2016,18979
"Invånare  totalt, antal",Skellefteå,2010,71641
"Invånare  totalt, antal",Skellefteå,2011,71580
"Invånare  totalt, antal",Skellefteå,2012,71774
"Invånare  totalt, antal",Skellefteå,2013,71988
"Invånare  totalt, antal",Skellefteå,2014,72024
"Invånare  totalt, antal",Skellefteå,2015,72031
"Invånare  totalt, antal",Skellefteå,2016,72266
"Invånare  totalt, antal",Skinnskatteberg,2010,4445
"Invånare  totalt, antal",Skinnskatteberg,2011,4412
"Invånare  totalt, antal",Skinnskatteberg,2012,4392
"Invånare  totalt, antal",Skinnskatteberg,2013,4411
"Invånare  totalt, antal",Skinnskatteberg,2014,4434
"Invånare  totalt, antal",Skinnskatteberg,2015,4472
"Invånare  totalt, antal",Skinnskatteberg,2016,4429
"Invånare  totalt, antal",Skurup,2010,14981
"Invånare  totalt, antal",Skurup,2011,14946
"Invånare  totalt, antal",Skurup,2012,14955
"Invånare  totalt, antal",Skurup,2013,15025
"Invånare  totalt, antal",Skurup,2014,15167
"Invånare  totalt, antal",Skurup,2015,15149
"Invånare  totalt, antal",Skurup,2016,15408
"Invånare  totalt, antal",Skövde,2010,51402
"Invånare  totalt, antal",Skövde,2011,51761
"Invånare  totalt, antal",Skövde,2012,52212
"Invånare  totalt, antal",Skövde,2013,52859
"Invånare  totalt, antal",Skövde,2014,53134
"Invånare  totalt, antal",Skövde,2015,53555
"Invånare  totalt, antal",Skövde,2016,54133
"Invånare  totalt, antal",Smedjebacken,2010,10715
"Invånare  totalt, antal",Smedjebacken,2011,10662
"Invånare  totalt, antal",Smedjebacken,2012,10650
"Invånare  totalt, antal",Smedjebacken,2013,10691
"Invånare  totalt, antal",Smedjebacken,2014,10712
"Invånare  totalt, antal",Smedjebacken,2015,10790
"Invånare  totalt, antal",Smedjebacken,2016,10909
"Invånare  totalt, antal",Sollefteå,2010,20255
"Invånare  totalt, antal",Sollefteå,2011,19964
"Invånare  totalt, antal",Sollefteå,2012,19736
"Invånare  totalt, antal",Sollefteå,2013,19623
"Invånare  totalt, antal",Sollefteå,2014,19776
"Invånare  totalt, antal",Sollefteå,2015,19783
"Invånare  totalt, antal",Sollefteå,2016,19846
"Invånare  totalt, antal",Sollentuna,2010,64630
"Invånare  totalt, antal",Sollentuna,2011,65891
"Invånare  totalt, antal",Sollentuna,2012,66859
"Invånare  totalt, antal",Sollentuna,2013,68145
"Invånare  totalt, antal",Sollentuna,2014,69325
"Invånare  totalt, antal",Sollentuna,2015,70251
"Invånare  totalt, antal",Sollentuna,2016,71023
"Invånare  totalt, antal",Solna,2010,68144
"Invånare  totalt, antal",Solna,2011,69946
"Invånare  totalt, antal",Solna,2012,71293
"Invånare  totalt, antal",Solna,2013,72740
"Invånare  totalt, antal",Solna,2014,74041
"Invånare  totalt, antal",Solna,2015,76158
"Invånare  totalt, antal",Solna,2016,78129
"Invånare  totalt, antal",Sorsele,2010,2736
"Invånare  totalt, antal",Sorsele,2011,2729
"Invånare  totalt, antal",Sorsele,2012,2673
"Invånare  totalt, antal",Sorsele,2013,2595
"Invånare  totalt, antal",Sorsele,2014,2565
"Invånare  totalt, antal",Sorsele,2015,2516
"Invånare  totalt, antal",Sorsele,2016,2535
"Invånare  totalt, antal",Sotenäs,2010,9052
"Invånare  totalt, antal",Sotenäs,2011,9007
"Invånare  totalt, antal",Sotenäs,2012,9004
"Invånare  totalt, antal",Sotenäs,2013,8928
"Invånare  totalt, antal",Sotenäs,2014,8931
"Invånare  totalt, antal",Sotenäs,2015,9006
"Invånare  totalt, antal",Sotenäs,2016,9065
"Invånare  totalt, antal",Staffanstorp,2010,22259
"Invånare  totalt, antal",Staffanstorp,2011,22296
"Invånare  totalt, antal",Staffanstorp,2012,22534
"Invånare  totalt, antal",Staffanstorp,2013,22672
"Invånare  totalt, antal",Staffanstorp,2014,22994
"Invånare  totalt, antal",Staffanstorp,2015,23119
"Invånare  totalt, antal",Staffanstorp,2016,23600
"Invånare  totalt, antal",Stenungsund,2010,24292
"Invånare  totalt, antal",Stenungsund,2011,24601
"Invånare  totalt, antal",Stenungsund,2012,24868
"Invånare  totalt, antal",Stenungsund,2013,24932
"Invånare  totalt, antal",Stenungsund,2014,25275
"Invånare  totalt, antal",Stenungsund,2015,25508
"Invånare  totalt, antal",Stenungsund,2016,25815
"Invånare  totalt, antal",Stockholm,2010,847073
"Invånare  totalt, antal",Stockholm,2011,864324
"Invånare  totalt, antal",Stockholm,2012,881235
"Invånare  totalt, antal",Stockholm,2013,897700
"Invånare  totalt, antal",Stockholm,2014,911989
"Invånare  totalt, antal",Stockholm,2015,923516
"Invånare  totalt, antal",Stockholm,2016,935619
"Invånare  totalt, antal",Storfors,2010,4273
"Invånare  totalt, antal",Storfors,2011,4218
"Invånare  totalt, antal",Storfors,2012,4150
"Invånare  totalt, antal",Storfors,2013,4131
"Invånare  totalt, antal",Storfors,2014,4106
"Invånare  totalt, antal",Storfors,2015,4032
"Invånare  totalt, antal",Storfors,2016,4046
"Invånare  totalt, antal",Storuman,2010,6120
"Invånare  totalt, antal",Storuman,2011,6026
"Invånare  totalt, antal",Storuman,2012,6006
"Invånare  totalt, antal",Storuman,2013,5954
"Invånare  totalt, antal",Storuman,2014,5955
"Invånare  totalt, antal",Storuman,2015,5943
"Invånare  totalt, antal",Storuman,2016,5899
"Invånare  totalt, antal",Strängnäs,2010,32419
"Invånare  totalt, antal",Strängnäs,2011,32687
"Invånare  totalt, antal",Strängnäs,2012,33072
"Invånare  totalt, antal",Strängnäs,2013,33389
"Invånare  totalt, antal",Strängnäs,2014,33878
"Invånare  totalt, antal",Strängnäs,2015,34102
"Invånare  totalt, antal",Strängnäs,2016,34609
"Invånare  totalt, antal",Strömstad,2010,11808
"Invånare  totalt, antal",Strömstad,2011,12010
"Invånare  totalt, antal",Strömstad,2012,12295
"Invånare  totalt, antal",Strömstad,2013,12480
"Invånare  totalt, antal",Strömstad,2014,12694
"Invånare  totalt, antal",Strömstad,2015,12854
"Invånare  totalt, antal",Strömstad,2016,13079
"Invånare  totalt, antal",Strömsund,2010,12185
"Invånare  totalt, antal",Strömsund,2011,12171
"Invånare  totalt, antal",Strömsund,2012,12138
"Invånare  totalt, antal",Strömsund,2013,11984
"Invånare  totalt, antal",Strömsund,2014,11873
"Invånare  totalt, antal",Strömsund,2015,11712
"Invånare  totalt, antal",Strömsund,2016,11809
"Invånare  totalt, antal",Sundbyberg,2010,38633
"Invånare  totalt, antal",Sundbyberg,2011,39539
"Invånare  totalt, antal",Sundbyberg,2012,40793
"Invånare  totalt, antal",Sundbyberg,2013,42626
"Invånare  totalt, antal",Sundbyberg,2014,44090
"Invånare  totalt, antal",Sundbyberg,2015,46110
"Invånare  totalt, antal",Sundbyberg,2016,47750
"Invånare  totalt, antal",Sundsvall,2010,95732
"Invånare  totalt, antal",Sundsvall,2011,96113
"Invånare  totalt, antal",Sundsvall,2012,96687
"Invånare  totalt, antal",Sundsvall,2013,96978
"Invånare  totalt, antal",Sundsvall,2014,97338
"Invånare  totalt, antal",Sundsvall,2015,97633
"Invånare  totalt, antal",Sundsvall,2016,98325
"Invånare  totalt, antal",Sunne,2010,13255
"Invånare  totalt, antal",Sunne,2011,13142
"Invånare  totalt, antal",Sunne,2012,13102
"Invånare  totalt, antal",Sunne,2013,13011
"Invånare  totalt, antal",Sunne,2014,13099
"Invånare  totalt, antal",Sunne,2015,13208
"Invånare  totalt, antal",Sunne,2016,13425
"Invånare  totalt, antal",Surahammar,2010,9949
"Invånare  totalt, antal",Surahammar,2011,9871
"Invånare  totalt, antal",Surahammar,2012,9890
"Invånare  totalt, antal",Surahammar,2013,9834
"Invånare  totalt, antal",Surahammar,2014,9918
"Invånare  totalt, antal",Surahammar,2015,9985
"Invånare  totalt, antal",Surahammar,2016,10059
"Invånare  totalt, antal",Svalöv,2010,13242
"Invånare  totalt, antal",Svalöv,2011,13250
"Invånare  totalt, antal",Svalöv,2012,13275
"Invånare  totalt, antal",Svalöv,2013,13332
"Invånare  totalt, antal",Svalöv,2014,13460
"Invånare  totalt, antal",Svalöv,2015,13655
"Invånare  totalt, antal",Svalöv,2016,13919
"Invånare  totalt, antal",Svedala,2010,19822
"Invånare  totalt, antal",Svedala,2011,19805
"Invånare  totalt, antal",Svedala,2012,19971
"Invånare  totalt, antal",Svedala,2013,20067
"Invånare  totalt, antal",Svedala,2014,20248
"Invånare  totalt, antal",Svedala,2015,20462
"Invånare  totalt, antal",Svedala,2016,20771
"Invånare  totalt, antal",Svenljunga,2010,10288
"Invånare  totalt, antal",Svenljunga,2011,10282
"Invånare  totalt, antal",Svenljunga,2012,10239
"Invånare  totalt, antal",Svenljunga,2013,10299
"Invånare  totalt, antal",Svenljunga,2014,10365
"Invånare  totalt, antal",Svenljunga,2015,10506
"Invånare  totalt, antal",Svenljunga,2016,10679
"Invånare  totalt, antal",Säffle,2010,15547
"Invånare  totalt, antal",Säffle,2011,15394
"Invånare  totalt, antal",Säffle,2012,15308
"Invånare  totalt, antal",Säffle,2013,15276
"Invånare  totalt, antal",Säffle,2014,15334
"Invånare  totalt, antal",Säffle,2015,15366
"Invånare  totalt, antal",Säffle,2016,15633
"Invånare  totalt, antal",Säter,2010,10840
"Invånare  totalt, antal",Säter,2011,10861
"Invånare  totalt, antal",Säter,2012,10851
"Invånare  totalt, antal",Säter,2013,10873
"Invånare  totalt, antal",Säter,2014,10886
"Invånare  totalt, antal",Säter,2015,11009
"Invånare  totalt, antal",Säter,2016,11086
"Invånare  totalt, antal",Sävsjö,2010,10830
"Invånare  totalt, antal",Sävsjö,2011,10871
"Invånare  totalt, antal",Sävsjö,2012,10844
"Invånare  totalt, antal",Sävsjö,2013,10969
"Invånare  totalt, antal",Sävsjö,2014,11100
"Invånare  totalt, antal",Sävsjö,2015,11228
"Invånare  totalt, antal",Sävsjö,2016,11396
"Invånare  totalt, antal",Söderhamn,2010,25647
"Invånare  totalt, antal",Söderhamn,2011,25334
"Invånare  totalt, antal",Söderhamn,2012,25223
"Invånare  totalt, antal",Söderhamn,2013,25442
"Invånare  totalt, antal",Söderhamn,2014,25456
"Invånare  totalt, antal",Söderhamn,2015,25785
"Invånare  totalt, antal",Söderhamn,2016,25992
"Invånare  totalt, antal",Söderköping,2010,14024
"Invånare  totalt, antal",Söderköping,2011,14043
"Invånare  totalt, antal",Söderköping,2012,14143
"Invånare  totalt, antal",Söderköping,2013,14195
"Invånare  totalt, antal",Söderköping,2014,14268
"Invånare  totalt, antal",Söderköping,2015,14240
"Invånare  totalt, antal",Söderköping,2016,14402
"Invånare  totalt, antal",Södertälje,2010,86246
"Invånare  totalt, antal",Södertälje,2011,87685
"Invånare  totalt, antal",Södertälje,2012,89473
"Invånare  totalt, antal",Södertälje,2013,91072
"Invånare  totalt, antal",Södertälje,2014,92235
"Invånare  totalt, antal",Södertälje,2015,93202
"Invånare  totalt, antal",Södertälje,2016,94631
"Invånare  totalt, antal",Sölvesborg,2010,16810
"Invånare  totalt, antal",Sölvesborg,2011,16793
"Invånare  totalt, antal",Sölvesborg,2012,16808
"Invånare  totalt, antal",Sölvesborg,2013,16800
"Invånare  totalt, antal",Sölvesborg,2014,16959
"Invånare  totalt, antal",Sölvesborg,2015,17160
"Invånare  totalt, antal",Sölvesborg,2016,17437
"Invånare  totalt, antal",Tanum,2010,12370
"Invånare  totalt, antal",Tanum,2011,12320
"Invånare  totalt, antal",Tanum,2012,12270
"Invånare  totalt, antal",Tanum,2013,12303
"Invånare  totalt, antal",Tanum,2014,12346
"Invånare  totalt, antal",Tanum,2015,12455
"Invånare  totalt, antal",Tanum,2016,12606
"Invånare  totalt, antal",Tibro,2010,10560
"Invånare  totalt, antal",Tibro,2011,10625
"Invånare  totalt, antal",Tibro,2012,10673
"Invånare  totalt, antal",Tibro,2013,10754
"Invånare  totalt, antal",Tibro,2014,10864
"Invånare  totalt, antal",Tibro,2015,10980
"Invånare  totalt, antal",Tibro,2016,11070
"Invånare  totalt, antal",Tidaholm,2010,12572
"Invånare  totalt, antal",Tidaholm,2011,12569
"Invånare  totalt, antal",Tidaholm,2012,12556
"Invånare  totalt, antal",Tidaholm,2013,12565
"Invånare  totalt, antal",Tidaholm,2014,12617
"Invånare  totalt, antal",Tidaholm,2015,12669
"Invånare  totalt, antal",Tidaholm,2016,12797
"Invånare  totalt, antal",Tierp,2010,20125
"Invånare  totalt, antal",Tierp,2011,20077
"Invånare  totalt, antal",Tierp,2012,20156
"Invånare  totalt, antal",Tierp,2013,20144
"Invånare  totalt, antal",Tierp,2014,20245
"Invånare  totalt, antal",Tierp,2015,20547
"Invånare  totalt, antal",Tierp,2016,20744
"Invånare  totalt, antal",Timrå,2010,17990
"Invånare  totalt, antal",Timrå,2011,18026
"Invånare  totalt, antal",Timrå,2012,17997
"Invånare  totalt, antal",Timrå,2013,18062
"Invånare  totalt, antal",Timrå,2014,18025
"Invånare  totalt, antal",Timrå,2015,17987
"Invånare  totalt, antal",Timrå,2016,17992
"Invånare  totalt, antal",Tingsryd,2010,12231
"Invånare  totalt, antal",Tingsryd,2011,12235
"Invånare  totalt, antal",Tingsryd,2012,12141
"Invånare  totalt, antal",Tingsryd,2013,12156
"Invånare  totalt, antal",Tingsryd,2014,12198
"Invånare  totalt, antal",Tingsryd,2015,12260
"Invånare  totalt, antal",Tingsryd,2016,12393
"Invånare  totalt, antal",Tjörn,2010,14955
"Invånare  totalt, antal",Tjörn,2011,14959
"Invånare  totalt, antal",Tjörn,2012,14974
"Invånare  totalt, antal",Tjörn,2013,15050
"Invånare  totalt, antal",Tjörn,2014,15135
"Invånare  totalt, antal",Tjörn,2015,15315
"Invånare  totalt, antal",Tjörn,2016,15584
"Invånare  totalt, antal",Tomelilla,2010,12914
"Invånare  totalt, antal",Tomelilla,2011,12930
"Invånare  totalt, antal",Tomelilla,2012,12917
"Invånare  totalt, antal",Tomelilla,2013,12891
"Invånare  totalt, antal",Tomelilla,2014,13007
"Invånare  totalt, antal",Tomelilla,2015,13132
"Invånare  totalt, antal",Tomelilla,2016,13330
"Invånare  totalt, antal",Torsby,2010,12414
"Invånare  totalt, antal",Torsby,2011,12312
"Invånare  totalt, antal",Torsby,2012,12219
"Invånare  totalt, antal",Torsby,2013,12013
"Invånare  totalt, antal",Torsby,2014,11992
"Invånare  totalt, antal",Torsby,2015,11910
"Invånare  totalt, antal",Torsby,2016,12169
"Invånare  totalt, antal",Torsås,2010,6962
"Invånare  totalt, antal",Torsås,2011,6886
"Invånare  totalt, antal",Torsås,2012,6858
"Invånare  totalt, antal",Torsås,2013,6879
"Invånare  totalt, antal",Torsås,2014,6925
"Invånare  totalt, antal",Torsås,2015,6943
"Invånare  totalt, antal",Torsås,2016,7063
"Invånare  totalt, antal",Tranemo,2010,11587
"Invånare  totalt, antal",Tranemo,2011,11606
"Invånare  totalt, antal",Tranemo,2012,11573
"Invånare  totalt, antal",Tranemo,2013,11531
"Invånare  totalt, antal",Tranemo,2014,11640
"Invånare  totalt, antal",Tranemo,2015,11619
"Invånare  totalt, antal",Tranemo,2016,11776
"Invånare  totalt, antal",Tranås,2010,18119
"Invånare  totalt, antal",Tranås,2011,18108
"Invånare  totalt, antal",Tranås,2012,18145
"Invånare  totalt, antal",Tranås,2013,18197
"Invånare  totalt, antal",Tranås,2014,18416
"Invånare  totalt, antal",Tranås,2015,18546
"Invånare  totalt, antal",Tranås,2016,18794
"Invånare  totalt, antal",Trelleborg,2010,42219
"Invånare  totalt, antal",Trelleborg,2011,42542
"Invånare  totalt, antal",Trelleborg,2012,42605
"Invånare  totalt, antal",Trelleborg,2013,42837
"Invånare  totalt, antal",Trelleborg,2014,42973
"Invånare  totalt, antal",Trelleborg,2015,43359
"Invånare  totalt, antal",Trelleborg,2016,43913
"Invånare  totalt, antal",Trollhättan,2010,55248
"Invånare  totalt, antal",Trollhättan,2011,55499
"Invånare  totalt, antal",Trollhättan,2012,55749
"Invånare  totalt, antal",Trollhättan,2013,56573
"Invånare  totalt, antal",Trollhättan,2014,56929
"Invånare  totalt, antal",Trollhättan,2015,57092
"Invånare  totalt, antal",Trollhättan,2016,57753
"Invånare  totalt, antal",Trosa,2010,11462
"Invånare  totalt, antal",Trosa,2011,11493
"Invånare  totalt, antal",Trosa,2012,11529
"Invånare  totalt, antal",Trosa,2013,11680
"Invånare  totalt, antal",Trosa,2014,11864
"Invånare  totalt, antal",Trosa,2015,12078
"Invånare  totalt, antal",Trosa,2016,12447
"Invånare  totalt, antal",Tyresö,2010,42947
"Invånare  totalt, antal",Tyresö,2011,43328
"Invånare  totalt, antal",Tyresö,2012,43764
"Invånare  totalt, antal",Tyresö,2013,44281
"Invånare  totalt, antal",Tyresö,2014,45390
"Invånare  totalt, antal",Tyresö,2015,46177
"Invånare  totalt, antal",Tyresö,2016,47103
"Invånare  totalt, antal",Täby,2010,63789
"Invånare  totalt, antal",Täby,2011,64558
"Invånare  totalt, antal",Täby,2012,65364
"Invånare  totalt, antal",Täby,2013,66292
"Invånare  totalt, antal",Täby,2014,67334
"Invånare  totalt, antal",Täby,2015,68281
"Invånare  totalt, antal",Täby,2016,69386
"Invånare  totalt, antal",Töreboda,2010,9113
"Invånare  totalt, antal",Töreboda,2011,9063
"Invånare  totalt, antal",Töreboda,2012,9009
"Invånare  totalt, antal",Töreboda,2013,8992
"Invånare  totalt, antal",Töreboda,2014,9072
"Invånare  totalt, antal",Töreboda,2015,9293
"Invånare  totalt, antal",Töreboda,2016,9435
"Invånare  totalt, antal",Uddevalla,2010,51868
"Invånare  totalt, antal",Uddevalla,2011,52156
"Invånare  totalt, antal",Uddevalla,2012,52530
"Invånare  totalt, antal",Uddevalla,2013,53025
"Invånare  totalt, antal",Uddevalla,2014,53517
"Invånare  totalt, antal",Uddevalla,2015,54180
"Invånare  totalt, antal",Uddevalla,2016,55164
"Invånare  totalt, antal",Ulricehamn,2010,22838
"Invånare  totalt, antal",Ulricehamn,2011,22996
"Invånare  totalt, antal",Ulricehamn,2012,23015
"Invånare  totalt, antal",Ulricehamn,2013,23211
"Invånare  totalt, antal",Ulricehamn,2014,23244
"Invånare  totalt, antal",Ulricehamn,2015,23494
"Invånare  totalt, antal",Ulricehamn,2016,23887
"Invånare  totalt, antal",Umeå,2010,115473
"Invånare  totalt, antal",Umeå,2011,116465
"Invånare  totalt, antal",Umeå,2012,117294
"Invånare  totalt, antal",Umeå,2013,118349
"Invånare  totalt, antal",Umeå,2014,119613
"Invånare  totalt, antal",Umeå,2015,120777
"Invånare  totalt, antal",Umeå,2016,122892
"Invånare  totalt, antal",Upplands Väsby,2010,39289
"Invånare  totalt, antal",Upplands Väsby,2011,40194
